client_id,round_number,hierarchy,num_samples,set,accuracy,loss
f3456_33,0,5,185,train,0.0602409653365612,4.1279802322387695
f3468_13,0,9,178,train,0.08124999701976776,4.123869895935059
f3478_49,0,0,158,train,0.0845070406794548,4.119635581970215
f3498_04,0,9,176,train,0.06329113990068436,4.124274730682373
f3504_46,0,7,181,train,0.0555555559694767,4.123016834259033
f3535_09,0,7,178,train,0.06875000149011612,4.126681327819824
f3540_36,0,6,175,train,0.06369426846504211,4.123877048492432
f3546_36,0,5,174,train,0.05128205195069313,4.128397464752197
f3547_04,0,8,170,train,0.06535948067903519,4.126278400421143
f3552_12,0,2,183,train,0.07926829159259796,4.121807098388672
f3555_14,0,3,180,train,0.07407407462596893,4.122080326080322
f3557_12,0,6,168,train,0.05960264801979065,4.136754989624023
f3567_49,0,9,176,train,0.06962025165557861,4.124277591705322
f3584_47,0,4,172,train,0.07792207598686218,4.120543479919434
f3586_05,0,0,171,train,0.0784313753247261,4.120247840881348
f3588_33,0,2,181,train,0.07407407462596893,4.12791633605957
f3597_18,0,2,181,train,0.0555555559694767,4.128921985626221
f3599_19,0,4,162,train,0.062068965286016464,4.130669116973877
f3636_24,0,5,137,train,0.08130080997943878,4.125236511230469
f3639_43,0,5,183,train,0.060975611209869385,4.13014030456543
f3645_14,0,5,154,train,0.05797101557254791,4.115915298461914
f3651_18,0,1,175,train,0.0573248416185379,4.121297359466553
f3653_40,0,5,160,train,0.0625,4.1271653175354
f3662_24,0,9,175,train,0.07643312215805054,4.1279096603393555
f3673_48,0,0,179,train,0.07453416287899017,4.126677989959717
f3679_06,0,0,177,train,0.0628930851817131,4.132938861846924
f3701_44,0,4,175,train,0.07006369531154633,4.124939918518066
f3704_45,0,2,93,train,0.048192769289016724,4.125881195068359
f3712_14,0,2,183,train,0.0731707289814949,4.124783992767334
f3731_07,0,9,154,train,0.07246376574039459,4.117617130279541
f3737_46,0,4,169,train,0.06578947603702545,4.134400844573975
f3745_12,0,5,172,train,0.06493506580591202,4.125916481018066
f3750_00,0,6,177,train,0.0628930851817131,4.12785530090332
f3756_06,0,8,178,train,0.07500000298023224,4.12485408782959
f3762_40,0,2,15,train,0.0,4.134923934936523
f3770_21,0,4,167,train,0.0533333346247673,4.129881381988525
f3771_15,0,1,183,train,0.07926829159259796,4.120617866516113
f3791_09,0,7,40,train,0.0,4.132817268371582
f3796_14,0,3,151,train,0.0962962955236435,4.122470855712891
f3803_39,0,0,159,train,0.0839160829782486,4.124212741851807
f3805_07,0,4,178,train,0.07500000298023224,4.120721817016602
f3811_12,0,2,181,train,0.06790123134851456,4.125204563140869
f3817_22,0,8,168,train,0.07284767925739288,4.123656272888184
f3830_48,0,1,161,train,0.0625,4.136870384216309
f3857_01,0,4,175,train,0.07006369531154633,4.124982833862305
f3864_42,0,6,126,train,0.02654867246747017,4.14323091506958
f3888_32,0,5,148,train,0.07518796622753143,4.133777618408203
f3889_26,0,4,170,train,0.0784313753247261,4.124823093414307
f3890_40,0,6,182,train,0.07975459843873978,4.1196489334106445
f3919_18,0,1,179,train,0.06832297891378403,4.120027542114258
f3925_41,0,1,175,train,0.08280254900455475,4.116872787475586
f3933_30,0,8,179,train,0.06211180239915848,4.125585079193115
f3938_46,0,7,169,train,0.06578947603702545,4.134775638580322
f3957_18,0,7,173,train,0.05806451663374901,4.129159450531006
f3970_25,0,5,183,train,0.06707317382097244,4.131745338439941
f3975_15,0,5,177,train,0.069182388484478,4.127359867095947
f3997_45,0,1,169,train,0.07894736528396606,4.11886739730835
f4041_39,0,7,153,train,0.07299269735813141,4.126799583435059
f4062_17,0,1,179,train,0.06211180239915848,4.130319595336914
f4085_42,0,7,138,train,0.07258064299821854,4.131126880645752
f4099_10,0,6,174,train,0.07051282376050949,4.119139671325684
f0001_41,0,6,414,test,0.0476190485060215,4.123260498046875
f0008_45,0,6,419,test,0.0,4.15741491317749
f0031_02,0,0,408,test,0.0,4.138000011444092
f0032_27,0,4,279,test,0.0357142873108387,4.088769435882568
f0046_20,0,8,425,test,0.0,4.165844440460205
f0049_32,0,7,394,test,0.02500000037252903,4.138931751251221
f0050_10,0,6,314,test,0.03125,4.1625542640686035
f0059_21,0,4,362,test,0.0,4.166832447052002
f0060_43,0,7,304,test,0.032258063554763794,4.127224445343018
f0062_25,0,5,391,test,0.02500000037252903,4.1327128410339355
f0085_01,0,9,370,test,0.0,4.1742377281188965
f0090_10,0,3,404,test,0.04878048598766327,4.141234874725342
f0098_33,0,8,367,test,0.027027027681469917,4.158668518066406
f0099_18,0,2,424,test,0.023255813866853714,4.137618541717529
f0103_28,0,4,357,test,0.0833333358168602,4.116663932800293
f0106_05,0,2,317,test,0.09375,4.128819465637207
f0108_12,0,1,415,test,0.0476190485060215,4.149168968200684
f0128_00,0,9,333,test,0.0,4.197748184204102
f0153_35,0,4,345,test,0.05714285746216774,4.125205993652344
f0192_22,0,8,361,test,0.0,4.14716100692749
f0195_27,0,9,259,test,0.1538461595773697,4.119012355804443
f0214_05,0,2,349,test,0.02857142873108387,4.149606704711914
f0234_16,0,4,338,test,0.05882352963089943,4.121477127075195
f0235_17,0,1,311,test,0.0,4.148177623748779
f0236_17,0,1,297,test,0.03333333507180214,4.157354354858398
f0237_46,0,5,313,test,0.03125,4.1377668380737305
f0245_40,0,7,388,test,0.025641025975346565,4.186436176300049
f0262_15,0,8,378,test,0.05263157933950424,4.128206729888916
f0283_31,0,1,305,test,0.0,4.180118560791016
f0284_34,0,5,406,test,0.04878048598766327,4.147090435028076
f0285_23,0,6,51,test,0.1666666716337204,4.066957950592041
f0289_10,0,5,465,test,0.0,4.120135307312012
f0292_16,0,9,443,test,0.04444444552063942,4.136573314666748
f0294_18,0,3,133,test,0.1428571492433548,4.143624305725098
f0306_35,0,8,348,test,0.02857142873108387,4.131023406982422
f0309_42,0,7,336,test,0.05882352963089943,4.1766815185546875
f0317_44,0,7,421,test,0.023255813866853714,4.121485233306885
f0341_00,0,8,238,test,0.0,4.131651401519775
f0347_04,0,4,150,test,0.0,4.1563310623168945
f0351_22,0,0,377,test,0.0,4.1514201164245605
f0370_20,0,8,375,test,0.02631578966975212,4.164228439331055
f0380_37,0,0,345,test,0.02857142873108387,4.145272731781006
f0396_05,0,1,251,test,0.03846153989434242,4.175581455230713
f0425_42,0,6,227,test,0.0,4.1540937423706055
f0445_46,0,0,403,test,0.024390242993831635,4.1377081871032715
f0456_45,0,9,374,test,0.02631578966975212,4.095125198364258
f0470_37,0,7,352,test,0.0555555559694767,4.136322975158691
f0474_10,0,5,231,test,0.0833333358168602,4.127845764160156
f0478_10,0,3,349,test,0.02857142873108387,4.1474504470825195
f0479_35,0,5,366,test,0.0,4.196702003479004
f0486_05,0,1,324,test,0.0,4.155979156494141
f0499_10,0,3,296,test,0.0,4.1671953201293945
f0501_06,0,9,378,test,0.0,4.136127471923828
f0502_09,0,3,394,test,0.0,4.151778697967529
f0505_13,0,3,244,test,0.03999999910593033,4.11747932434082
f0511_03,0,2,289,test,0.1034482792019844,4.124530792236328
f0531_48,0,8,286,test,0.03448275849223137,4.127906322479248
f0537_35,0,7,306,test,0.0,4.158193588256836
f0545_49,0,1,332,test,0.029411764815449715,4.141185283660889
f0547_28,0,1,416,test,0.02380952425301075,4.141193389892578
f0549_39,0,5,347,test,0.02857142873108387,4.154281139373779
f0550_24,0,8,370,test,0.0,4.142155647277832
f0553_03,0,7,289,test,0.03448275849223137,4.103835582733154
f0559_18,0,1,407,test,0.024390242993831635,4.12797212600708
f0564_43,0,4,292,test,0.03333333507180214,4.15052604675293
f0569_42,0,8,297,test,0.0,4.136691570281982
f0572_15,0,4,367,test,0.054054055362939835,4.1529083251953125
f0582_44,0,1,143,test,0.0,4.194490432739258
f0589_20,0,8,304,test,0.06451612710952759,4.14493989944458
f0607_27,0,5,345,test,0.02857142873108387,4.136385440826416
f0616_04,0,8,404,test,0.024390242993831635,4.135285377502441
f0618_44,0,3,380,test,0.02631578966975212,4.171469211578369
f0640_19,0,9,319,test,0.03125,4.127992630004883
f0649_22,0,8,299,test,0.06666667014360428,4.12416934967041
f0663_30,0,9,342,test,0.0,4.131957054138184
f0664_26,0,4,248,test,0.07999999821186066,4.1060380935668945
f0668_31,0,7,352,test,0.02777777798473835,4.151463508605957
f0697_31,0,1,372,test,0.0,4.137706756591797
f0698_45,0,9,416,test,0.0,4.132284164428711
f0730_41,0,6,369,test,0.054054055362939835,4.136666297912598
f0732_46,0,5,249,test,0.0,4.150967597961426
f0733_34,0,9,362,test,0.027027027681469917,4.149886131286621
f0741_44,0,3,320,test,0.03125,4.1436991691589355
f0751_28,0,4,261,test,0.0,4.126418113708496
f0752_25,0,2,408,test,0.04878048598766327,4.117042541503906
f0770_45,0,3,368,test,0.0,4.152952194213867
f0794_31,0,2,210,test,0.0,4.1703386306762695
f0821_44,0,0,320,test,0.125,4.122087001800537
f0838_49,0,9,380,test,0.07894736528396606,4.127707004547119
f0858_32,0,4,250,test,0.0,4.121934413909912
f0870_31,0,7,293,test,0.0,4.177327632904053
